Status,Version,Team,Effective from,Effective to,Preferred formation,Alternative formations,Philosophy summary,Attacking style,Build up style,Defensive style,Possession tendency,Build up patience,Passing directness,Attacking tempo,Attacking width,Crossing tendency,Counterattack tendency,Attacking risk,Pressing intensity,Defensive block height,Defensive line height,Defensive compactness,Transition defence,Defensive aggression,Set piece emphasis,Rotation tendency,Tactical flexibility,Youth usage,Source urls,Research notes,Manager,Nationality
Approved,1.0,Lecce,2024,,4-3-2003,"3-4-3, 4-2-3-1","A Zeman-lineage, patient possession approach from a coordinated mid-block, adapted to the realities of smaller-budget survival football.",Progressive possession,Patient build-up,Mid-block coordinated press,55,55,45,52,58,42,45,52,58,52,50,48,52,45,50,42,55,45,https://fbref.com,"Qualitative Scouting Synthesis. Sources: FBref, Serie A archive. Zeman-lineage patient possession approach adapted to smaller-budget survival football.",Eusebio Di Francesco,Italy
Approved,1.0,Milan,2026,,3-4-2003,"3-4-2-1, 4-2-3-1","Vertical, positional football from a back three with wing-back-driven attacking width and an aggressive high line, his signature system carried into his first Serie A post.",Vertical positional,Direct/mixed progression,High line aggressive press,55,45,58,60,60,45,55,58,68,60,60,45,65,50,52,45,60,40,"https://fbref.com, https://totalfootballanalysis.com","Qualitative Scouting Synthesis. Sources: FBref, Total Football Analysis (Sporting CP/Man Utd tenure). Signature back-three, wing-back-driven vertical attack carried into first Serie A post.",Ruben Amorim,Portugal
Approved,1.0,Monza,2026,,3-4-2-1 / 3-4-3,"4-3-3, 5-3-2","Trademark aggressive man-marking football with a high-duel-volume, ultra-aggressive press, at his sixth different Serie A club.",Aggressive man-marking,Direct progression,Ultra-aggressive high press,50,38,60,58,55,48,58,52,78,60,58,42,80,55,48,38,55,35,https://fbref.com,"Qualitative Scouting Synthesis. Sources: FBref, Serie A archive (Verona/Torino tenure). Trademark man-marking, high-duel-volume defensive identity; sixth different Serie A club.",Ivan Juric,Croatia
Approved,1.0,Napoli,2026,,4-3-3 / 3-5-2,"4-4-2, 4-2-3-1","Pragmatic, results-oriented football from a compact, disciplined block, built on a long track record of low-risk, title-winning management at elite clubs.",Pragmatic results-oriented,Mixed/direct progression,Compact disciplined block,50,42,58,50,52,45,58,45,55,42,42,60,55,55,50,42,58,25,"https://fbref.com, https://totalfootballanalysis.com","Qualitative Scouting Synthesis. Sources: FBref, Total Football Analysis. Long track record of pragmatic, low-risk, title-winning management (multiple Scudetti) at elite clubs.",Massimiliano Allegri,Italy
Approved,1.0,Parma,2024,,4-3-2003,"4-2-3-1, 3-4-3","A modern possession-pressing approach from a patient build-up and coordinated high press, the identity that has stabilised Parma's place in Serie A.",Progressive possession,Patient build-up,High press coordinated,56,52,45,55,55,42,45,55,62,55,55,48,58,45,52,45,58,45,https://www.transfermarkt.com,"Qualitative Scouting Synthesis. Sources: Transfermarkt, Serie A archive. Modern possession-pressing approach that stabilised Parma's Serie A status.",Carlos Cuesta,Spain
Approved,1.0,Roma,2025,,3-4-2-1 / 3-4-3,"4-3-3, 3-4-1-2","The iconic, ultra-aggressive man-marking and vertical attacking identity that transformed Atalanta into a regular European qualifier, now applied at Roma.",Aggressive man-marking vertical,Direct progression,Ultra-aggressive high press,55,42,62,65,58,48,62,58,80,65,65,42,82,55,50,42,60,40,"https://fbref.com, https://www.optasports.com","Qualitative Scouting Synthesis. Sources: FBref, Opta (Atalanta tenure). Iconic man-marking, ultra-aggressive, vertical attacking identity that transformed Atalanta into a European regular.",Gian Piero Gasperini Gian,Italy
Approved,1.0,Sassuolo,2026,,4-3-3 / 3-4-2-1,"4-2-3-1, 4-4-2","Flexible, progressive football from an adaptive mid-block, noted for tactical versatility between a back four and 3-4-2-1 and a strong youth-development focus, in his first top-flight post.",Flexible progressive,Mixed progression,Adaptive mid-block,50,45,52,52,52,45,50,50,55,48,45,52,52,50,50,45,65,55,https://www.transfermarkt.com,Qualitative Scouting Synthesis. Sources: Transfermarkt. First top-flight post; explicitly noted for tactical adaptability (back-four/3-4-2-1) and strong youth-development focus - low confidence pending Serie A data.,Alberto Aquilani,Italy
Approved,1.0,Torino,2026,,4-3-3 / 3-4-3,"4-2-3-1, 3-5-2","High-energy, aggressive football built on a direct approach and an aggressive press, carried over from his dynamic, youth-driven sides at Juve Stabia in his first top-flight post.",High-energy aggressive,Direct/mixed progression,Aggressive high press,50,40,58,58,55,45,55,52,68,52,50,45,68,50,50,42,55,55,https://www.transfermarkt.com,"Qualitative Scouting Synthesis. Sources: Transfermarkt. First top-flight post; noted for dynamic, aggressive, youth-driven sides at Juve Stabia - low confidence pending Serie A data.",Ignazio Abate,Italy
Approved,1.0,Udinese,2023,,4-2-3-1 / 3-5-2,"4-3-3, 5-3-2","Pragmatic, direct counterattacking football from a compact mid-block, built on a consistent record of organised mid-table stability.",Pragmatic counterattack,Direct/mixed progression,Compact mid-block,46,38,58,52,52,48,58,45,55,42,42,55,55,52,50,42,55,40,https://www.transfermarkt.com,"Qualitative Scouting Synthesis. Sources: Transfermarkt, Serie A archive. Consistent, pragmatic mid-table stability with organised counter-attacking approach.",Kosta Runjaic,Germany
Approved,1.0,Venezia,2026,,3-5-2 / 4-3-1-2,"4-3-3, 5-3-2","Organised, pragmatic football from a compact deep block, the approach of a Serie B promotion specialist with four promotions to his name but no completed top-flight season yet.",Organised pragmatic,Direct/mixed progression,Compact deep block,42,35,58,48,50,50,58,38,50,32,32,58,55,52,50,32,50,32,https://www.transfermarkt.com,Qualitative Scouting Synthesis. Sources: Transfermarkt. Serie B promotion specialist (fourth promotion) with no completed top-flight Serie A season to date - low confidence.,Giovanni Stroppa,Italy
